,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Amt_per_Trans
177,Existing Customer,67,F,1,Graduate,Married,Less than $40K,Blue,56,4,3,2,2517,489.0,2.053,1661,32,1.0,0.8370000000000001,51.90625
178,Existing Customer,57,F,2,Uneducated,Single,$40K - $60K,Silver,36,6,3,0,1072,18410.0,0.706,1421,22,1.444,0.055,64.5909090909091
179,Existing Customer,59,F,1,Uneducated,Married,$40K - $60K,Blue,36,4,2,3,985,2371.0,0.35,999,28,0.556,0.294,35.67857142857143
180,Existing Customer,45,M,2,Uneducated,Married,$40K - $60K,Blue,34,3,2,1,2248,3523.0,1.791,1387,18,0.8,0.39,77.05555555555556
181,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,36,6,2,3,2107,8999.0,0.948,1243,24,1.0,0.19,51.791666666666664
182,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2001,889.0,1.334,1860,36,1.0,0.6920000000000001,51.666666666666664
183,Existing Customer,53,M,1,Graduate,Married,$60K - $80K,Blue,45,6,2,2,1701,1679.0,0.747,1502,25,1.273,0.503,60.08
184,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,36,2,1,2,1251,20080.0,0.9490000000000001,1460,50,1.083,0.059000000000000004,29.2
185,Existing Customer,49,F,3,Uneducated,Single,Unknown,Blue,38,6,2,1,0,12860.0,0.6459999999999999,1348,27,0.28600000000000003,0.0,49.925925925925924
186,Existing Customer,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,1,0,462,5816.0,1.161,1087,33,0.941,0.07400000000000001,32.93939393939394
187,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,738,700.3,0.782,1226,33,0.5710000000000001,0.513,37.15151515151515
188,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,36,5,1,2,1626,7729.0,0.701,1230,28,0.867,0.174,43.92857142857143
189,Existing Customer,41,F,2,Post-Graduate,Married,Unknown,Blue,31,6,1,3,0,20758.0,0.688,1555,32,0.684,0.0,48.59375
190,Existing Customer,57,M,1,Graduate,Married,$80K - $120K,Blue,47,5,3,1,1976,12636.0,1.768,1827,24,3.0,0.135,76.125
191,Existing Customer,43,M,4,Graduate,Unknown,$80K - $120K,Blue,27,5,2,0,0,27259.0,0.731,1376,35,0.591,0.0,39.31428571428572
192,Existing Customer,57,F,3,Graduate,Married,Less than $40K,Blue,47,4,2,3,1594,4753.0,0.8959999999999999,1771,37,0.762,0.251,47.86486486486486
193,Existing Customer,54,M,3,Doctorate,Married,$120K +,Blue,41,3,3,0,1676,19916.0,1.097,1873,52,0.529,0.078,36.01923076923077
194,Existing Customer,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,1,1,1598,1851.0,0.971,1679,42,0.556,0.46299999999999997,39.976190476190474
195,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,34,2,1,2,799,5229.0,0.8190000000000001,1002,22,0.5710000000000001,0.133,45.54545454545455
196,Existing Customer,41,M,0,High School,Unknown,$120K +,Blue,36,3,2,3,1998,16216.0,0.8290000000000001,1344,21,1.1,0.11,64.0
197,Existing Customer,53,M,3,Uneducated,Married,$80K - $120K,Blue,43,3,3,1,1423,14970.0,1.642,1461,42,0.75,0.087,34.785714285714285
198,Attrited Customer,68,M,0,High School,Married,Less than $40K,Blue,52,1,3,2,900,538.3,0.743,760,21,0.615,0.626,36.19047619047619
199,Existing Customer,59,M,1,College,Married,$60K - $80K,Blue,36,4,1,2,1687,6184.0,1.242,1428,22,1.444,0.214,64.9090909090909
200,Existing Customer,48,M,4,Unknown,Married,$80K - $120K,Blue,36,5,3,0,866,4422.0,0.8690000000000001,1777,42,0.75,0.16399999999999998,42.30952380952381
201,Existing Customer,44,M,5,Graduate,Married,$60K - $80K,Blue,32,4,5,3,2006,9370.0,0.619,1302,27,0.8,0.17600000000000002,48.22222222222222
202,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,41,4,5,3,1632,10670.0,1.5090000000000001,1483,41,0.519,0.133,36.170731707317074
203,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33,3,2,1,1679,32837.0,0.623,1060,27,0.5,0.049,39.25925925925926
204,Existing Customer,47,M,2,Graduate,Married,$60K - $80K,Silver,32,4,2,2,1468,33048.0,0.505,1330,32,0.684,0.043,41.5625
205,Existing Customer,43,F,1,High School,Divorced,Less than $40K,Silver,35,3,2,2,1580,8934.0,0.504,1229,27,0.8,0.15,45.51851851851852
206,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,4,3,0,1438.3,0.7070000000000001,886,27,0.42100000000000004,0.0,32.81481481481482
207,Attrited Customer,59,M,2,Post-Graduate,Married,$60K - $80K,Blue,46,3,3,3,0,1438.3,0.688,844,24,0.5,0.0,35.166666666666664
208,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,56,2,1,2,1779,840.0,1.2590000000000001,1450,37,0.9470000000000001,0.679,39.189189189189186
209,Existing Customer,58,M,2,College,Married,$120K +,Blue,53,2,3,0,2395,22012.0,1.071,2311,48,0.7140000000000001,0.098,48.145833333333336
210,Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,4,1,2,1649,728.0,0.93,1378,26,1.167,0.6940000000000001,53.0
211,Existing Customer,59,M,0,Unknown,Unknown,$80K - $120K,Silver,40,3,2,3,1359,33157.0,1.327,1033,26,1.364,0.039,39.73076923076923
212,Existing Customer,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,2207,8879.0,0.8690000000000001,1523,40,1.105,0.19899999999999998,38.075
213,Existing Customer,48,M,3,High School,Single,$60K - $80K,Blue,36,4,2,2,2517,8915.0,0.615,1374,37,0.762,0.22,37.13513513513514
214,Existing Customer,43,M,4,High School,Married,$40K - $60K,Blue,36,5,3,2,1721,11537.0,0.9079999999999999,1080,21,1.3330000000000002,0.13,51.42857142857143
215,Existing Customer,48,M,2,College,Single,Less than $40K,Blue,36,3,2,3,1955,616.0,0.531,1234,24,0.7140000000000001,0.76,51.416666666666664
216,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,31,5,2,0,1168,4613.0,0.638,1600,32,0.455,0.20199999999999999,50.0
217,Existing Customer,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,2509,5363.0,0.971,1155,32,0.882,0.319,36.09375
218,Existing Customer,41,M,3,High School,Married,$80K - $120K,Blue,35,6,1,2,1202,33314.0,0.603,1353,33,0.737,0.035,41.0
219,Existing Customer,44,F,3,Uneducated,Divorced,Less than $40K,Silver,38,4,1,3,1835,9292.0,2.3680000000000003,1546,25,1.273,0.165,61.84
220,Existing Customer,50,M,2,Unknown,Single,$40K - $60K,Blue,43,2,1,3,1603,254.0,0.579,1590,43,1.263,0.863,36.97674418604651
221,Existing Customer,60,F,1,Uneducated,Married,Less than $40K,Blue,36,5,1,0,1272,641.0,1.008,1448,22,1.0,0.665,65.81818181818181
222,Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,24,5,3,0,2295,1544.0,0.569,1271,24,0.7140000000000001,0.598,52.958333333333336
223,Existing Customer,48,F,3,Graduate,Divorced,$40K - $60K,Blue,39,6,2,3,1141,974.0,0.616,1223,20,0.5379999999999999,0.539,61.15
224,Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,27,5,2,2,679,759.3,0.8590000000000001,1117,29,1.071,0.47200000000000003,38.51724137931034
225,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28,4,3,0,1789,25967.0,0.75,994,24,0.846,0.064,41.416666666666664
226,Existing Customer,45,M,3,College,Single,$60K - $80K,Blue,32,4,1,2,0,1438.3,0.81,1468,26,0.625,0.0,56.46153846153846
227,Existing Customer,47,F,2,Uneducated,Divorced,Less than $40K,Silver,34,6,4,2,2222,11656.0,0.853,1658,38,0.35700000000000004,0.16,43.63157894736842
228,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,36,3,1,3,1304,1802.0,0.604,1368,38,0.40700000000000003,0.42,36.0
229,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,44,4,3,3,1666,32850.0,0.613,1218,18,0.8,0.048,67.66666666666667
230,Attrited Customer,60,F,1,Uneducated,Married,$40K - $60K,Blue,50,4,4,3,1025,413.3,0.838,702,12,0.7140000000000001,0.713,58.5
231,Existing Customer,57,M,2,Unknown,Married,$80K - $120K,Blue,46,2,3,0,1740,17131.0,1.7269999999999999,1516,21,2.0,0.092,72.19047619047619
232,Existing Customer,41,M,5,Graduate,Single,$120K +,Blue,29,5,2,2,1748,3459.0,1.073,1310,26,1.0,0.336,50.38461538461539
233,Existing Customer,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,1644,16321.0,0.9209999999999999,1767,50,0.9229999999999999,0.092,35.34
234,Existing Customer,43,M,1,College,Single,$60K - $80K,Blue,37,6,3,3,1819,914.0,0.767,933,25,0.9229999999999999,0.6659999999999999,37.32
235,Existing Customer,55,M,2,College,Married,$60K - $80K,Blue,48,4,3,2,1301,7562.0,1.207,1512,27,1.455,0.147,56.0
236,Attrited Customer,52,M,1,Uneducated,Married,$80K - $120K,Blue,36,2,3,3,1833,24.0,0.723,829,17,0.7,0.987,48.76470588235294
237,Existing Customer,44,M,3,Graduate,Unknown,$80K - $120K,Blue,33,3,3,3,0,34516.0,0.483,1120,27,0.35,0.0,41.48148148148148
238,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,30,5,3,3,1222,9885.0,0.5379999999999999,1506,33,0.941,0.11,45.63636363636363
239,Existing Customer,44,M,4,Unknown,Single,$80K - $120K,Blue,34,4,1,2,1585,19988.0,0.621,1384,36,2.273,0.073,38.44444444444444
240,Attrited Customer,53,F,2,Unknown,Married,Less than $40K,Blue,33,2,3,3,2517,342.0,0.993,817,30,0.667,0.88,27.233333333333334
241,Existing Customer,39,M,2,High School,Single,$80K - $120K,Blue,36,4,2,2,1475,3794.0,1.148,2094,25,0.667,0.28,83.76
242,Attrited Customer,49,M,5,College,Married,$40K - $60K,Blue,45,2,2,3,0,1438.3,0.7340000000000001,815,21,0.615,0.0,38.80952380952381
243,Attrited Customer,45,F,2,College,Married,Less than $40K,Blue,36,1,3,2,0,3387.0,0.789,510,24,0.6,0.0,21.25
244,Existing Customer,54,M,2,Graduate,Married,$80K - $120K,Blue,46,6,2,3,1289,693.0,0.9390000000000001,1377,49,0.69,0.65,28.102040816326532
245,Existing Customer,49,M,3,Uneducated,Single,$80K - $120K,Blue,43,2,2,2,1650,2995.0,0.912,1193,33,0.65,0.355,36.15151515151515
246,Existing Customer,46,F,3,Doctorate,Single,Unknown,Blue,36,6,3,2,1666,523.0,0.34299999999999997,1287,36,0.636,0.7609999999999999,35.75
247,Attrited Customer,46,M,4,High School,Married,$120K +,Blue,30,3,3,3,0,2442.0,0.98,701,19,0.727,0.0,36.89473684210526
248,Existing Customer,47,M,3,Graduate,Married,$60K - $80K,Blue,38,4,1,2,1532,19772.0,1.018,1770,25,0.9229999999999999,0.07200000000000001,70.8
249,Existing Customer,44,M,2,Doctorate,Single,$60K - $80K,Blue,36,5,1,2,2480,5097.0,0.435,1409,35,0.16699999999999998,0.327,40.25714285714286
250,Existing Customer,50,M,3,Post-Graduate,Single,$120K +,Blue,31,4,1,2,1486,1748.0,0.868,1354,28,0.647,0.45899999999999996,48.357142857142854
251,Existing Customer,73,M,0,High School,Married,$40K - $60K,Blue,36,5,3,2,1125,3344.0,1.3630000000000002,1765,34,1.615,0.252,51.911764705882355
252,Existing Customer,56,M,3,Unknown,Unknown,$40K - $60K,Blue,46,6,3,4,709,2201.0,0.5379999999999999,1192,27,0.588,0.244,44.148148148148145
253,Attrited Customer,59,M,0,High School,Single,$40K - $60K,Blue,48,2,4,3,1054,2562.0,0.616,687,17,0.545,0.29100000000000004,40.411764705882355
254,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,1495,1757.0,0.581,1227,15,0.875,0.46,81.8
255,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,3,3,1152,1206.0,0.9690000000000001,1737,26,1.6,0.489,66.8076923076923
256,Existing Customer,43,M,4,Unknown,Single,$60K - $80K,Blue,36,4,1,0,953,21369.0,0.769,1348,34,1.125,0.043,39.64705882352941
257,Existing Customer,45,M,1,Uneducated,Single,$120K +,Blue,39,4,2,2,1510,1623.0,0.609,1435,38,0.462,0.48200000000000004,37.76315789473684
258,Existing Customer,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,2,3,0,849,2691.0,0.456,1321,28,0.75,0.24,47.17857142857143
259,Existing Customer,40,M,1,Graduate,Married,$40K - $60K,Blue,23,6,3,2,1378,5612.0,0.73,1479,29,0.611,0.19699999999999998,51.0
260,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,1652,32864.0,0.8540000000000001,1283,39,1.294,0.048,32.8974358974359
261,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,0,1438.3,1.038,689,23,0.353,0.0,29.956521739130434
262,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,1171,23225.0,0.655,965,17,1.125,0.048,56.76470588235294
263,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2143,331.0,1.53,1541,40,1.0,0.866,38.525
264,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,795,4419.0,0.7070000000000001,1258,23,1.3,0.152,54.69565217391305
265,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,1650,3557.0,0.708,1339,20,0.5379999999999999,0.317,66.95
266,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,1082,8430.0,0.701,1007,22,1.444,0.114,45.77272727272727
267,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,2430,757.0,0.617,1387,33,1.357,0.762,42.03030303030303
268,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,0,3353.0,1.021,960,18,0.385,0.0,53.333333333333336
269,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,1434,856.0,0.9229999999999999,1119,18,3.5,0.626,62.166666666666664
270,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,1115,4164.0,0.5489999999999999,1642,41,0.519,0.21100000000000002,40.048780487804876
271,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,0,23603.0,0.795,1382,31,1.067,0.0,44.58064516129032
272,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,0,2601.0,0.8140000000000001,1232,32,0.684,0.0,38.5
273,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,1029,5334.0,0.838,1542,16,1.286,0.162,96.375
274,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,1576,6453.0,0.826,1094,32,0.524,0.196,34.1875
275,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,1769,641.0,0.759,1217,30,1.143,0.7340000000000001,40.56666666666667
276,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,0,3401.0,0.898,744,18,1.0,0.0,41.333333333333336
277,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,1007,1253.0,0.84,1614,33,0.737,0.446,48.90909090909091
278,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,2481,15201.0,1.3019999999999998,1747,31,1.214,0.14,56.354838709677416
279,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,1100,3106.0,0.5870000000000001,1144,22,1.0,0.262,52.0
280,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,1440,33076.0,1.117,1575,34,2.4,0.042,46.3235294117647
281,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,2168,20850.0,0.8590000000000001,1463,24,1.6669999999999998,0.094,60.958333333333336
282,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,1711,3845.0,1.4340000000000002,1706,21,1.625,0.308,81.23809523809524
283,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,0,6094.0,1.129,909,14,0.273,0.0,64.92857142857143
284,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,1999,940.0,2.145,2434,33,1.538,0.68,73.75757575757575
285,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,1274,4088.0,1.015,1876,41,0.7829999999999999,0.23800000000000002,45.75609756097561
286,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,0,27126.0,0.953,1000,25,0.7859999999999999,0.0,40.0
287,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,2517,825.0,0.7709999999999999,1139,30,0.765,0.753,37.96666666666667
288,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2221,311.0,0.491,799,21,0.235,0.877,38.04761904761905
289,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1376,524.0,0.89,1881,45,0.607,0.7240000000000001,41.8
290,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,1703,12843.0,0.955,1273,27,0.588,0.11699999999999999,47.148148148148145
291,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,1608,913.0,0.5870000000000001,1328,33,0.5710000000000001,0.638,40.24242424242424
292,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,1682,14745.0,0.631,1579,36,1.1179999999999999,0.102,43.861111111111114
293,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,1718,11350.0,0.607,937,28,0.556,0.131,33.464285714285715
294,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,1814,21404.0,1.178,1749,37,2.083,0.078,47.270270270270274
295,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,837,2444.0,1.859,1424,29,1.4169999999999998,0.255,49.10344827586207
296,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,2217,879.0,0.799,2011,41,0.7829999999999999,0.716,49.048780487804876
297,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,1250,802.0,0.728,1208,31,0.632,0.609,38.96774193548387
298,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,583,855.3,0.888,1259,24,1.0,0.405,52.458333333333336
299,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,1418,8014.0,0.612,1319,26,0.368,0.15,50.73076923076923
300,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,2303,12635.0,0.804,949,27,2.0,0.154,35.148148148148145
301,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,1343,878.0,0.8690000000000001,1338,30,1.308,0.605,44.6
302,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,1577,4154.0,0.657,1554,26,0.444,0.275,59.76923076923077
303,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,2061,32455.0,0.722,1350,32,0.455,0.06,42.1875
304,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,1130,5855.0,0.963,1694,44,0.76,0.162,38.5
305,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,1707,22514.0,0.816,1678,40,0.5379999999999999,0.07,41.95
306,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,4,1,1,0,15439.0,0.742,2069,43,0.536,0.0,48.116279069767444
307,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,2030,19607.0,0.7759999999999999,1222,23,0.43799999999999994,0.094,53.130434782608695
308,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,0,14543.0,0.7879999999999999,1536,37,0.423,0.0,41.513513513513516
309,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,2475,7209.0,0.6970000000000001,1400,31,2.1,0.256,45.16129032258065
310,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,930,4077.0,0.885,1050,28,1.1540000000000001,0.18600000000000003,37.5
311,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1047,569.0,0.9840000000000001,1389,33,1.2,0.648,42.09090909090909
312,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,0,19116.0,0.6559999999999999,1184,29,0.611,0.0,40.827586206896555
313,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2223,536.0,1.32,2093,42,1.0,0.8059999999999999,49.833333333333336
314,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,1381,6868.0,0.7979999999999999,678,11,0.833,0.16699999999999998,61.63636363636363
315,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,2154,11887.0,1.084,1467,29,1.4169999999999998,0.153,50.58620689655172
316,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,2169,3095.0,0.374,1219,27,0.5,0.41200000000000003,45.148148148148145
317,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,1912,508.0,1.256,1730,36,0.565,0.79,48.05555555555556
318,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2070,756.0,0.541,1025,28,0.647,0.732,36.607142857142854
319,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,1539,10979.0,0.645,1165,33,0.833,0.12300000000000001,35.303030303030305
320,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,1297,4579.0,1.012,2133,55,0.7190000000000001,0.221,38.78181818181818
321,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,0,34516.0,0.44799999999999995,1122,13,0.182,0.0,86.3076923076923
322,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,1926,7722.0,0.5489999999999999,1083,22,1.75,0.2,49.22727272727273
323,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,2177,32339.0,1.32,1234,23,1.875,0.063,53.65217391304348
324,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,2376,649.0,1.252,1277,23,1.875,0.785,55.52173913043478
325,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,2517,748.0,0.9520000000000001,1843,35,0.9440000000000001,0.7709999999999999,52.65714285714286
326,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,1355,4686.0,0.685,1747,49,0.581,0.22399999999999998,35.6530612244898
327,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,1823,470.0,0.617,1166,22,1.444,0.795,53.0
328,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,2505,10894.0,0.627,1326,31,0.8240000000000001,0.187,42.774193548387096
329,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,2517,1800.0,0.9440000000000001,1619,36,1.0,0.583,44.97222222222222
330,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,1069,2309.0,0.581,1285,16,0.33299999999999996,0.316,80.3125
331,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,2242,2770.0,0.816,1142,28,1.0,0.447,40.785714285714285
332,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,1605,964.0,0.574,1190,46,0.643,0.625,25.869565217391305
333,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,1785,1686.0,1.051,1052,24,0.7140000000000001,0.514,43.833333333333336
334,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,1699,32817.0,0.7709999999999999,1628,38,0.727,0.049,42.8421052631579
335,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,1844,1468.0,0.986,1740,32,0.882,0.557,54.375
